name,order,dprp,status,no_lax_S_mu,lax_S_mu,lax_delta,peak_gb,lax_extra_gb,Ar_avg,Pr_avg,Ar_max,Pr_max,time_s
local_lax,Local,False,OK,0.000000,0.000000,0.000000,0.070321,0.000001,1.263158,3.210526,3,5,7.765
