method,status,success_rate,mu_success,tradeoff_score,collision_rate,final_dist_mean,path_len_mean,cum_reward_mean,time_s,peak_gb
ttpi,OK,0.9,0.9601588011906548,0.8641429210715893,0.0,0.03399441035606814,0.6834622891708874,-200637.39213321937,175.04492449760437,0.735797248
straight,OK,1.0,0.9666666666666667,0.9666666666666667,0.13333333333333333,0.0001076185323835191,0.6901317662305108,-172452.78194796486,0.27049684524536133,
potential,OK,0.03333333333333333,0.0,0.0,0.0,0.0734372290975951,0.7250837905853729,-218370.1696692152,0.31606531143188477,
random,OK,0.03333333333333333,0.0,0.0,0.03333333333333333,0.7120324745484179,1.8433650458747868,-803541.0831333831,0.27314257621765137,
zero,OK,0.03333333333333333,0.0,0.0,0.0,0.709345560776237,0.0,-709345.5607762386,0.24608826637268066,
