task_name,seed,env,ordering,event_index,model,iteration,stage,memory_mb,rank_profile_json,rank_max,rank_mean,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,1,advantage,1,after_compute,9.02144,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,2,advantage,1,after_compute,8.897536,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,3,advantage,1,after_compute,8.905728,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,4,advantage,1,after_compute,8.905728,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,5,advantage,1,after_compute,8.950272,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4,2.6857142857142855,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,6,advantage,1,after_compute,9.12128,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 4, 4, 3, 2, 3, 2, 3, 2, 3, 4, 3, 2, 3, 2, 2]",4,3.1142857142857143,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,2,3,2,3,2,3,4,3,2,3,2,2
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,7,advantage,1,after_compute,9.188864,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 2, 2]",5,3.3714285714285714,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,3,4,4,3,2,3,2,2
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,8,advantage,1,after_compute,9.228288,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 5, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 2, 2]",5,3.4285714285714284,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,5,5,4,3,4,3,4,3,4,4,3,2,3,2,2
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,9,advantage,1,after_compute,9.263616,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 5, 4, 5, 4, 4, 5, 4, 3, 4, 4, 5, 5, 6, 6, 5, 3, 4, 3, 3]",6,3.914285714285714,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,4,5,4,5,4,4,5,4,3,4,4,5,5,6,6,5,3,4,3,3
HM16_state40_action50_iter30_orderpam_spectral_seed9_formal5080,9,HM16,pam_spectral,10,advantage,1,after_compute,9.3056,"[3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 4, 3, 2, 3, 2, 2]",5,3.3714285714285714,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,3,4,4,3,2,3,2,2
