task_name,seed,env,ordering,call_index,function_name,stage,elapsed_sec,memory_mb,function_eval_requests_so_far,rank_profile_json,rank_max,rank_mean,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,1,reward_fcn,after_cross_before_round,2.9168517719954252,11.877888,1166370,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 16, 8, 4, 2]",21,19.457142857142856,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,1,reward_fcn,after_round,3.034713559783995,9.249792,1166370,"[2, 2, 2, 2, 3, 4, 5, 6, 7, 8, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2]",17,8.6,2,2,2,2,3,4,5,6,7,8,8,9,10,11,12,13,14,15,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,2,bellman_operator,after_cross_before_round,8.238923921249807,12.805632,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,2,bellman_operator,after_round,8.242064137943089,12.723712,120960,"[2, 1, 1]",2,1.3333333333333333,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,3,get_advantage_from_value,after_cross_before_round,2.0158668011426926,13.648896,331826,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8, 4, 2]",11,10.457142857142857,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,3,get_advantage_from_value,after_round,2.058248438872397,12.74624,331826,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,4,bellman_operator,after_cross_before_round,3.674439604394138,10.292224,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,4,bellman_operator,after_round,3.678118928335607,10.210304,120960,"[2, 1, 1]",2,1.3333333333333333,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,5,get_advantage_from_value,after_cross_before_round,1.9183580307289958,11.13344,331826,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8, 4, 2]",11,10.457142857142857,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,5,get_advantage_from_value,after_round,1.9675512360408902,10.230784,331826,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,6,bellman_operator,after_cross_before_round,3.745310145430267,10.292224,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,6,bellman_operator,after_round,3.749822882004082,10.2144,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,7,get_advantage_from_value,after_cross_before_round,2.021189126186073,11.141632,331826,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8, 4, 2]",11,10.457142857142857,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,7,get_advantage_from_value,after_round,2.0676224641501904,10.238976,331826,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,8,bellman_operator,after_cross_before_round,3.741851467639208,10.300416,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,8,bellman_operator,after_round,3.7463756632059813,10.222592,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,9,get_advantage_from_value,after_cross_before_round,2.0342957796528935,11.141632,331826,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8, 4, 2]",11,10.457142857142857,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,9,get_advantage_from_value,after_round,2.0794172761961818,10.238976,331826,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,10,bellman_operator,after_cross_before_round,3.7568553192541003,10.300416,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,10,bellman_operator,after_round,3.7606797199696302,10.222592,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,11,get_advantage_from_value,after_cross_before_round,1.9671721076592803,11.141632,331826,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8, 4, 2]",11,10.457142857142857,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,11,get_advantage_from_value,after_round,2.0123380990698934,10.299392,331826,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]",3,2.6857142857142855,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,12,bellman_operator,after_cross_before_round,4.483048776164651,10.568704,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,12,bellman_operator,after_round,4.490294982679188,10.49088,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,13,get_advantage_from_value,after_cross_before_round,5.0739936074242,13.82912,1166370,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 16, 8, 4, 2]",21,19.457142857142856,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,8,4,2
HM16_state40_action50_iter30_orderbadsplit_seed9_formal5080,9,HM16,badsplit,13,get_advantage_from_value,after_round,5.146048432216048,11.071488,1166370,"[3, 4, 4, 4, 4, 4, 5, 6, 7, 7, 8, 9, 10, 11, 11, 12, 12, 12, 13, 13, 13, 12, 11, 10, 9, 9, 8, 7, 7, 6, 6, 5, 4, 3, 2]",13,7.742857142857143,3,4,4,4,4,4,5,6,7,7,8,9,10,11,11,12,12,12,13,13,13,12,11,10,9,9,8,7,7,6,6,5,4,3,2
