task_name,seed,env,ordering,call_index,function_name,stage,elapsed_sec,memory_mb,function_eval_requests_so_far,rank_profile_json,rank_max,rank_mean,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,1,reward_fcn,after_cross_before_round,0.7047610618174076,9.017344,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,1,reward_fcn,after_round,0.7506074756383896,8.562176,221362,"[2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2]",3,2.3684210526315788,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,2,bellman_operator,after_cross_before_round,2.3163313837721944,8.887296,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,2,bellman_operator,after_round,2.3214607452973723,8.805376,120960,"[2, 1, 1]",2,1.3333333333333333,2,1,1,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,3,get_advantage_from_value,after_cross_before_round,0.5961051257327199,9.289216,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,3,get_advantage_from_value,after_round,0.6208179770037532,8.819712,221362,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,4,bellman_operator,after_cross_before_round,2.10414925403893,8.823808,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,4,bellman_operator,after_round,2.1085835015401244,8.741888,120960,"[2, 1, 1]",2,1.3333333333333333,2,1,1,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,5,get_advantage_from_value,after_cross_before_round,0.5996181396767497,9.22368,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,5,get_advantage_from_value,after_round,0.6237431364133954,8.754176,221362,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,6,bellman_operator,after_cross_before_round,2.105720822699368,8.823808,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,6,bellman_operator,after_round,2.1120957965031266,8.745984,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,7,get_advantage_from_value,after_cross_before_round,0.5940157622098923,9.231872,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,7,get_advantage_from_value,after_round,0.621261146850884,8.762368,221362,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,8,bellman_operator,after_cross_before_round,2.0904999431222677,8.832,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,8,bellman_operator,after_round,2.095541845075786,8.754176,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,9,get_advantage_from_value,after_cross_before_round,0.6113828932866454,9.231872,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,9,get_advantage_from_value,after_round,0.6329470137134194,8.762368,221362,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,10,bellman_operator,after_cross_before_round,2.0172726651653647,8.832,120960,"[11, 11, 11]",11,11.0,11,11,11,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,10,bellman_operator,after_round,2.0252158399671316,8.754176,120960,"[3, 3, 2]",3,2.6666666666666665,3,3,2,,,,,,,,,,,,,,,,
HM8_actuator_relabelled_state40_action50_iter30_orderpeakcut_pam_seed0_formal5080,0,HM8_actuator_relabelled,peakcut_pam,11,get_advantage_from_value,after_cross_before_round,0.6083267889916897,9.231872,221362,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2]",11,10.526315789473685,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2
