task_name,seed,env,ordering,call_index,function_name,domain_dim,domain_sizes_json,max_batch,rmax,nswp,eps,kickrank,function_eval_requests,queried_points,rank_profile_json,rank_max
HM8_state20_action20_iter2_orderbadsplit_seed0,0,HM8,badsplit,1,reward_fcn,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 2, 2, 2, 2, 2, 2, 2, 2]",100002,100,10,0.0001,10,156642,156642,"[2, 2, 2, 2, 3, 4, 4, 5, 6, 7, 8, 9, 8, 7, 6, 5, 4, 3, 2]",9
HM8_state20_action20_iter2_orderbadsplit_seed0,0,HM8,badsplit,2,bellman_operator,4,"[20, 20, 20, 20]",10002,100,5,0.001,10,110480,110480,"[2, 1, 1]",2
HM8_state20_action20_iter2_orderbadsplit_seed0,0,HM8,badsplit,3,get_advantage_from_value,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 2, 2, 2, 2, 2, 2, 2, 2]",100002,100,10,0.001,10,156642,156642,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
HM8_state20_action20_iter2_orderbadsplit_seed0,0,HM8,badsplit,4,bellman_operator,4,"[20, 20, 20, 20]",10002,100,5,0.001,10,110480,110480,"[2, 1, 1]",2
HM8_state20_action20_iter2_orderbadsplit_seed0,0,HM8,badsplit,5,get_advantage_from_value,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 2, 2, 2, 2, 2, 2, 2, 2]",100002,100,10,0.001,10,156642,156642,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
