task_name,seed,env,ordering,call_index,function_name,domain_dim,domain_sizes_json,max_batch,rmax,nswp,eps,kickrank,elapsed_sec,memory_mb_start,memory_mb_end,function_eval_requests,queried_points,rank_profile_json,rank_max,rank_mean
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,1,reward_fcn,36,"[40, 40, 40, 40, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2]",100002,100,10,0.0001,10,2.1033639386296272,0.0128,8.605184,322866,322866,"[2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2]",3,2.4285714285714284
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,2,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,4.503622500225902,9.023488,9.028608,120960,120960,"[2, 1, 1]",2,1.3333333333333333
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,3,get_advantage_from_value,36,"[40, 40, 40, 40, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2]",100002,100,10,0.001,10,2.060403633862734,9.025536,9.06752,322866,322866,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,4,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,3.9936096146702766,8.87808,8.8832,120960,120960,"[2, 1, 1]",2,1.3333333333333333
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,5,get_advantage_from_value,36,"[40, 40, 40, 40, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2]",100002,100,10,0.001,10,2.006597795523703,8.87808,8.920064,322866,322866,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,6,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,4.076509343460202,8.87808,8.887296,120960,120960,"[3, 3, 2]",3,2.6666666666666665
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,7,get_advantage_from_value,36,"[40, 40, 40, 40, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2]",100002,100,10,0.001,10,2.1071519507095218,8.886272,8.928256,322866,322866,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,8,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,4.0266897063702345,8.886272,8.895488,120960,120960,"[3, 3, 2]",3,2.6666666666666665
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,9,get_advantage_from_value,36,"[40, 40, 40, 40, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2, 50, 2]",100002,100,10,0.001,10,2.072417601943016,8.886272,8.928256,322866,322866,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.1428571428571428
HM16_state40_action50_iter30_orderpam_greedy_seed2_formal5080,2,HM16,pam_greedy,10,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,3.9899010015651584,8.886272,8.895488,120960,120960,"[3, 3, 2]",3,2.6666666666666665
