task_name,seed,env,ordering,call_index,function_name,domain_dim,domain_sizes_json,max_batch,rmax,nswp,eps,kickrank,elapsed_sec,memory_mb_start,memory_mb_end,function_eval_requests,queried_points,rank_profile_json,rank_max,rank_mean
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,1,reward_fcn,20,"[40, 40, 40, 40, 50, 2, 50, 2, 50, 2, 2, 50, 50, 2, 2, 50, 2, 50, 2, 50]",100002,100,10,0.0001,10,1.5135236829519272,0.0128,8.571392,220144,220144,"[2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2]",3,2.3684210526315788
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,2,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,2.242287497036159,8.801792,8.806912,120960,120960,"[2, 1, 1]",2,1.3333333333333333
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,3,get_advantage_from_value,20,"[40, 40, 40, 40, 50, 2, 50, 2, 50, 2, 2, 50, 50, 2, 2, 50, 2, 50, 2, 50]",100002,100,10,0.001,10,0.732297164388001,8.80384,8.82944,220144,220144,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,4,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,1.8817664058879018,8.743424,8.748544,120960,120960,"[2, 1, 1]",2,1.3333333333333333
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,5,get_advantage_from_value,20,"[40, 40, 40, 40, 50, 2, 50, 2, 50, 2, 2, 50, 50, 2, 2, 50, 2, 50, 2, 50]",100002,100,10,0.001,10,0.7902584075927734,8.743424,8.769024,220144,220144,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,6,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,1.8528550835326314,8.743424,8.75264,120960,120960,"[3, 3, 2]",3,2.6666666666666665
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,7,get_advantage_from_value,20,"[40, 40, 40, 40, 50, 2, 50, 2, 50, 2, 2, 50, 50, 2, 2, 50, 2, 50, 2, 50]",100002,100,10,0.001,10,0.6191922314465046,8.751616,8.777216,220144,220144,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,8,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,1.9767300728708506,8.751616,8.760832,120960,120960,"[3, 3, 2]",3,2.6666666666666665
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,9,get_advantage_from_value,20,"[40, 40, 40, 40, 50, 2, 50, 2, 50, 2, 2, 50, 50, 2, 2, 50, 2, 50, 2, 50]",100002,100,10,0.001,10,0.6154349241405725,8.751616,8.777216,220144,220144,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,1.263157894736842
HM8_state40_action50_iter30_ordersensitivity_lite_fd5_seed1_prestudy5080lite,1,HM8,sensitivity_lite_fd5,10,bellman_operator,4,"[40, 40, 40, 40]",10002,100,5,0.001,10,1.9256394021213055,8.751616,8.760832,120960,120960,"[3, 3, 2]",3,2.6666666666666665
