run_id,env,ordering,seed,status,oom,error_type,peak_memory_mb,ordering_search_time_sec,ttpi_training_time_sec,total_time_sec,success_rate,avg_return,mu,tt_cross_calls,tt_cross_function_evals,queried_points_total,queries_per_completed_pi,last_completed_pi,adv_rank_auc,val_rank_auc,adv_rank_final,val_rank_final,adv_rank_max_over_run,val_rank_max_over_run,cross_process_rank_max,pam_order_objective,pam_order_peak_cut_objective,pam_order_rankaware_proxy_objective
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed0_formal5080,HM8,rankaware_proxy_pam,0,ok,False,,4337.52576,0.006448268890380859,208.3993661403656,208.40581440925598,0.28,-333705545.0575232,0.9783771847502055,61,49393234,49393234,1646441.1333333333,30,183.0,85.5,15.0,3.0,15.0,3.0,51.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed1_formal5080,HM8,rankaware_proxy_pam,1,ok,False,,4337.473536,0.006325721740722656,198.52491664886475,198.53124237060547,0.66,-328741102.5190415,0.9011259478903157,61,42894386,42894386,1429812.8666666667,30,176.0,85.5,13.0,3.0,13.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed2_formal5080,HM8,rankaware_proxy_pam,2,ok,False,,5350.57408,0.006288290023803711,212.11582684516907,212.12211513519287,0.37,-343397761.7695207,0.9882203223225855,61,48623446,48623446,1620781.5333333334,30,194.0,85.5,17.0,3.0,17.0,3.0,51.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed3_formal5080,HM8,rankaware_proxy_pam,3,ok,False,,6045.289472,0.006376028060913086,210.27599835395813,210.28237438201904,0.19,-392460204.3419053,0.9559010108221149,61,46644970,46644970,1554832.3333333333,30,191.5,85.5,18.0,3.0,18.0,3.0,61.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed4_formal5080,HM8,rankaware_proxy_pam,4,ok,False,,6046.739456,0.006681919097900391,209.70920419692993,209.71588611602783,0.56,-378949060.1725292,0.9235972247208689,61,52740598,52740598,1758019.9333333333,30,211.0,85.5,23.0,3.0,23.0,3.0,61.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed5_formal5080,HM8,rankaware_proxy_pam,5,ok,False,,5145.796608,0.006949186325073242,198.38978743553162,198.3967366218567,0.51,-361507931.52031195,0.9020377652509755,61,41494786,41494786,1383159.5333333334,30,191.5,85.5,22.0,3.0,22.0,3.0,51.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed6_formal5080,HM8,rankaware_proxy_pam,6,ok,False,,4137.122816,0.0064580440521240234,199.58306980133057,199.5895278453827,0.54,-333433468.33434355,0.8777347838254551,61,40035398,40035398,1334513.2666666666,30,183.0,85.5,11.0,3.0,12.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed7_formal5080,HM8,rankaware_proxy_pam,7,ok,False,,4337.528832,0.006024599075317383,196.83600282669067,196.842027425766,0.56,-314972542.31038976,0.8763093177546477,61,37461134,37461134,1248704.4666666666,30,183.5,85.5,16.0,3.0,16.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed8_formal5080,HM8,rankaware_proxy_pam,8,ok,False,,6046.336512,0.006193399429321289,212.85827231407166,212.86446571350098,0.67,-314941424.56039965,0.9095701147297421,61,52139954,52139954,1737998.4666666666,30,202.0,85.5,19.0,3.0,21.0,3.0,61.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_orderrankaware_proxy_pam_seed9_formal5080,HM8,rankaware_proxy_pam,9,ok,False,,4337.53856,0.006143331527709961,200.48543190956116,200.49157524108887,1.0,-520802082.12929887,0.7086017454701351,61,40131154,40131154,1337705.1333333333,30,188.0,85.5,13.0,3.0,13.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed0_formal5080,HM8,sensitivity_pam,0,ok,False,,2756.164608,0.006214141845703125,161.3716812133789,161.3778953552246,0.72,-245919314.35239786,0.7978917035700713,61,27434376,27434376,914479.2,30,139.0,85.5,7.0,3.0,8.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed1_formal5080,HM8,sensitivity_pam,1,ok,False,,2756.138496,0.006314754486083984,162.33637070655823,162.3426854610443,0.92,-247898829.3845271,0.7495159708502708,61,28297140,28297140,943238.0,30,134.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed2_formal5080,HM8,sensitivity_pam,2,ok,False,,2756.176384,0.006371259689331055,167.03849625587463,167.04486751556396,0.59,-263814343.153511,0.653945026530069,61,30173384,30173384,1005779.4666666667,30,136.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed3_formal5080,HM8,sensitivity_pam,3,ok,False,,2756.169728,0.006338596343994141,164.9334626197815,164.9398012161255,0.5,-254629339.72644806,0.5395727192864735,61,29235262,29235262,974508.7333333333,30,135.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed4_formal5080,HM8,sensitivity_pam,4,ok,False,,2756.150784,0.006571769714355469,167.12237644195557,167.12894821166992,0.73,-273849164.5643378,0.889858397291291,61,31111506,31111506,1037050.2,30,136.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed5_formal5080,HM8,sensitivity_pam,5,ok,False,,2437.476352,0.006386995315551758,149.37217903137207,149.37856602668762,0.81,-255538553.05177793,0.6710706903693748,61,22984108,22984108,766136.9333333333,30,136.5,85.5,8.0,3.0,8.0,3.0,31.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed6_formal5080,HM8,sensitivity_pam,6,ok,False,,2756.033536,0.006400346755981445,161.62133741378784,161.62773776054382,0.6900000000000001,-261794958.66650432,0.8998693881816265,61,29159904,29159904,971996.8,30,137.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed7_formal5080,HM8,sensitivity_pam,7,ok,False,,2013.603328,0.006177663803100586,154.63831210136414,154.64448976516724,0.8200000000000001,-232013964.58783036,0.7478346401565722,61,24784994,24784994,826166.4666666667,30,134.0,85.5,7.0,3.0,7.0,3.0,31.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed8_formal5080,HM8,sensitivity_pam,8,ok,False,,2757.091328,0.007020235061645508,164.55045342445374,164.55747365951538,0.54,-273325760.47318125,0.6747373803671503,61,31542888,31542888,1051429.6,30,134.0,85.5,7.0,3.0,7.0,3.0,41.0,336.0,30.0,53.6882932872699
HM8_state40_action50_iter30_ordersensitivity_pam_seed9_formal5080,HM8,sensitivity_pam,9,ok,False,,2226.112512,0.006743192672729492,158.87660121917725,158.88334441184998,0.85,-244189138.6100912,0.7214468027300133,61,27167978,27167978,905599.2666666667,30,136.0,85.5,7.0,3.0,7.0,3.0,31.0,336.0,30.0,53.6882932872699
