env,ordering,state_index,state_type,cut,singular_index,singular_value,exact_unfolding,matrix_rows,matrix_cols,used_rows,used_cols
HM8,local,1,boundary,12,23,1.7868080339857786e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,24,1.6398422194905892e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,25,1.5541520006017772e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,26,1.3250628314314641e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,27,1.3035706741775864e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,28,1.1183346365329275e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,29,1.0799574010055989e-08,False,191102976,576,512,512
HM8,local,1,boundary,12,30,9.610467957833611e-09,False,191102976,576,512,512
HM8,local,1,boundary,12,31,8.393287174061016e-09,False,191102976,576,512,512
HM8,local,1,boundary,12,32,7.879051902863506e-09,False,191102976,576,512,512
HM8,local,1,boundary,13,1,98869237.4464382,False,2293235712,48,512,48
HM8,local,1,boundary,13,2,59107.568196908345,False,2293235712,48,512,48
HM8,local,1,boundary,13,3,473.3830723723684,False,2293235712,48,512,48
HM8,local,1,boundary,13,4,3.2601936158895595e-08,False,2293235712,48,512,48
HM8,local,1,boundary,13,5,1.3593694648285526e-08,False,2293235712,48,512,48
HM8,local,1,boundary,13,6,1.23115331429512e-08,False,2293235712,48,512,48
HM8,local,1,boundary,13,7,6.0781303401125746e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,8,5.594918105660996e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,9,4.4399163870841225e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,10,3.379285851712637e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,11,3.1384435153627714e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,12,2.791344147346334e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,13,2.6432640950059677e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,14,2.510368372832462e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,15,2.304530579095291e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,16,2.122416867268217e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,17,1.889125869509052e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,18,1.855370462217742e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,19,1.7800159108699734e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,20,1.6953820926819842e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,21,1.3793957389692112e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,22,1.3378573611103115e-09,False,2293235712,48,512,48
HM8,local,1,boundary,13,23,8.055395610828157e-10,False,2293235712,48,512,48
HM8,local,1,boundary,13,24,3.8967836481260993e-10,False,2293235712,48,512,48
HM8,local,1,boundary,13,25,4.904706427480067e-13,False,2293235712,48,512,48
HM8,local,1,boundary,13,26,1.3236250463670097e-14,False,2293235712,48,512,48
HM8,local,1,boundary,13,27,8.132756540434307e-24,False,2293235712,48,512,48
HM8,local,1,boundary,13,28,1.8971634327082636e-24,False,2293235712,48,512,48
HM8,local,1,boundary,13,29,1.5781236840090233e-24,False,2293235712,48,512,48
HM8,local,1,boundary,13,30,1.0228877272421545e-24,False,2293235712,48,512,48
HM8,local,1,boundary,13,31,9.163775273847397e-25,False,2293235712,48,512,48
HM8,local,1,boundary,13,32,7.71859072811663e-25,False,2293235712,48,512,48
HM8,local,1,boundary,14,1,69909184.97561404,False,4586471424,24,512,24
HM8,local,1,boundary,14,2,354.9230083176097,False,4586471424,24,512,24
HM8,local,1,boundary,14,3,3.859492715491515e-08,False,4586471424,24,512,24
HM8,local,1,boundary,14,4,2.1301098123954965e-08,False,4586471424,24,512,24
HM8,local,1,boundary,14,5,1.0913759972141234e-08,False,4586471424,24,512,24
HM8,local,1,boundary,14,6,7.82164854349001e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,7,4.900688758783971e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,8,4.3113622156020675e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,9,2.8767273815186566e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,10,1.9078033102209164e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,11,1.1376763442162516e-09,False,4586471424,24,512,24
HM8,local,1,boundary,14,12,3.902655989914307e-10,False,4586471424,24,512,24
HM8,local,1,boundary,14,13,8.996708469375813e-17,False,4586471424,24,512,24
HM8,local,1,boundary,14,14,7.887850332427337e-24,False,4586471424,24,512,24
HM8,local,1,boundary,14,15,2.2684167933910866e-24,False,4586471424,24,512,24
HM8,local,1,boundary,14,16,1.4664719722217776e-24,False,4586471424,24,512,24
HM8,local,1,boundary,14,17,1.0457183213560686e-24,False,4586471424,24,512,24
HM8,local,1,boundary,14,18,9.078988827382716e-25,False,4586471424,24,512,24
HM8,local,1,boundary,14,19,5.627177954708333e-25,False,4586471424,24,512,24
HM8,local,1,boundary,14,20,3.870199654835684e-25,False,4586471424,24,512,24
HM8,local,1,boundary,14,21,1.3973387730381475e-25,False,4586471424,24,512,24
HM8,local,1,boundary,14,22,3.5445170459543694e-26,False,4586471424,24,512,24
HM8,local,1,boundary,14,23,7.88160524651035e-41,False,4586471424,24,512,24
HM8,local,1,boundary,14,24,3.750930554925614e-41,False,4586471424,24,512,24
HM8,local,1,boundary,15,1,20153135.44845541,False,55037657088,2,512,2
HM8,local,1,boundary,15,2,8.329203072636025e-10,False,55037657088,2,512,2
HM8,local,2,hard,1,1,441339597.7753628,False,12,9172942848,12,512
HM8,local,2,hard,1,2,25626.38823622536,False,12,9172942848,12,512
HM8,local,2,hard,1,3,3.595396152919029e-08,False,12,9172942848,12,512
HM8,local,2,hard,1,4,9.71050268296981e-09,False,12,9172942848,12,512
HM8,local,2,hard,1,5,6.265035178181148e-09,False,12,9172942848,12,512
HM8,local,2,hard,1,6,3.3877140406163144e-09,False,12,9172942848,12,512
HM8,local,2,hard,1,7,4.6970408035778865e-12,False,12,9172942848,12,512
HM8,local,2,hard,1,8,1.2085508329584339e-23,False,12,9172942848,12,512
HM8,local,2,hard,1,9,1.2007854157633442e-24,False,12,9172942848,12,512
HM8,local,2,hard,1,10,4.3072462492825285e-26,False,12,9172942848,12,512
HM8,local,2,hard,1,11,7.10054002766901e-29,False,12,9172942848,12,512
HM8,local,2,hard,1,12,1.262689325439796e-34,False,12,9172942848,12,512
HM8,local,2,hard,2,1,624152370.6018411,False,24,4586471424,24,512
HM8,local,2,hard,2,2,42.31855803629442,False,24,4586471424,24,512
HM8,local,2,hard,2,3,1.4470333692820956e-07,False,24,4586471424,24,512
HM8,local,2,hard,2,4,1.2156609492078558e-07,False,24,4586471424,24,512
HM8,local,2,hard,2,5,6.203279061759244e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,6,3.9092410014174066e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,7,2.5646103399959945e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,8,2.0251766806855312e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,9,1.7703442304993924e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,10,1.2520242743011036e-08,False,24,4586471424,24,512
HM8,local,2,hard,2,11,4.769848670328577e-09,False,24,4586471424,24,512
HM8,local,2,hard,2,12,3.8898913951536014e-09,False,24,4586471424,24,512
HM8,local,2,hard,2,13,5.1672942555518195e-23,False,24,4586471424,24,512
HM8,local,2,hard,2,14,2.5541937623019417e-23,False,24,4586471424,24,512
HM8,local,2,hard,2,15,1.451841862973658e-23,False,24,4586471424,24,512
HM8,local,2,hard,2,16,1.0114608581589103e-23,False,24,4586471424,24,512
HM8,local,2,hard,2,17,4.795541303275131e-24,False,24,4586471424,24,512
HM8,local,2,hard,2,18,2.5184962782456597e-24,False,24,4586471424,24,512
HM8,local,2,hard,2,19,3.7369242083961804e-25,False,24,4586471424,24,512
HM8,local,2,hard,2,20,2.975932657982834e-39,False,24,4586471424,24,512
HM8,local,2,hard,2,21,5.618614086725999e-40,False,24,4586471424,24,512
HM8,local,2,hard,2,22,3.0988687198440746e-41,False,24,4586471424,24,512
HM8,local,2,hard,2,23,1.2250186575088574e-42,False,24,4586471424,24,512
HM8,local,2,hard,2,24,2.9145232174651204e-59,False,24,4586471424,24,512
HM8,local,2,hard,3,1,2162100385.1332493,False,288,382205952,288,512
HM8,local,2,hard,3,2,149287.5995435161,False,288,382205952,288,512
HM8,local,2,hard,3,3,125.45419833217149,False,288,382205952,288,512
HM8,local,2,hard,3,4,5.431744640530963e-06,False,288,382205952,288,512
HM8,local,2,hard,3,5,4.307743715804716e-06,False,288,382205952,288,512
HM8,local,2,hard,3,6,2.294073944034013e-06,False,288,382205952,288,512
HM8,local,2,hard,3,7,2.191630582081974e-06,False,288,382205952,288,512
HM8,local,2,hard,3,8,1.316999256202295e-06,False,288,382205952,288,512
HM8,local,2,hard,3,9,1.2913661578545523e-06,False,288,382205952,288,512
HM8,local,2,hard,3,10,8.062394254108603e-07,False,288,382205952,288,512
HM8,local,2,hard,3,11,7.266098941187488e-07,False,288,382205952,288,512
HM8,local,2,hard,3,12,6.79217103328824e-07,False,288,382205952,288,512
HM8,local,2,hard,3,13,5.872105877082168e-07,False,288,382205952,288,512
HM8,local,2,hard,3,14,5.527634386934745e-07,False,288,382205952,288,512
HM8,local,2,hard,3,15,3.327370170327791e-07,False,288,382205952,288,512
HM8,local,2,hard,3,16,3.153116676212758e-07,False,288,382205952,288,512
HM8,local,2,hard,3,17,2.297865738518764e-07,False,288,382205952,288,512
HM8,local,2,hard,3,18,2.2515470607034656e-07,False,288,382205952,288,512
HM8,local,2,hard,3,19,1.8297702475888296e-07,False,288,382205952,288,512
HM8,local,2,hard,3,20,1.612931961562809e-07,False,288,382205952,288,512
HM8,local,2,hard,3,21,1.364942941172976e-07,False,288,382205952,288,512
HM8,local,2,hard,3,22,1.2348893784283157e-07,False,288,382205952,288,512
HM8,local,2,hard,3,23,1.1294901994279652e-07,False,288,382205952,288,512
HM8,local,2,hard,3,24,1.0223491534307575e-07,False,288,382205952,288,512
HM8,local,2,hard,3,25,9.774904608343638e-08,False,288,382205952,288,512
HM8,local,2,hard,3,26,9.322625303604843e-08,False,288,382205952,288,512
HM8,local,2,hard,3,27,8.801320072728184e-08,False,288,382205952,288,512
HM8,local,2,hard,3,28,7.641050779136501e-08,False,288,382205952,288,512
HM8,local,2,hard,3,29,7.117947320080295e-08,False,288,382205952,288,512
HM8,local,2,hard,3,30,6.86126455374241e-08,False,288,382205952,288,512
HM8,local,2,hard,3,31,6.412224558217436e-08,False,288,382205952,288,512
HM8,local,2,hard,3,32,5.771594486704799e-08,False,288,382205952,288,512
HM8,local,2,hard,4,1,2882903190.083119,False,576,191102976,512,512
HM8,local,2,hard,4,2,247.5906250328905,False,576,191102976,512,512
HM8,local,2,hard,4,3,6.026008777714753e-06,False,576,191102976,512,512
HM8,local,2,hard,4,4,3.393819564215194e-06,False,576,191102976,512,512
HM8,local,2,hard,4,5,2.7111588034851467e-06,False,576,191102976,512,512
HM8,local,2,hard,4,6,2.6158068028930594e-06,False,576,191102976,512,512
HM8,local,2,hard,4,7,2.000811480597698e-06,False,576,191102976,512,512
HM8,local,2,hard,4,8,1.905958936620632e-06,False,576,191102976,512,512
HM8,local,2,hard,4,9,1.7579705159065898e-06,False,576,191102976,512,512
HM8,local,2,hard,4,10,1.6623494587639276e-06,False,576,191102976,512,512
HM8,local,2,hard,4,11,1.6342675343979688e-06,False,576,191102976,512,512
HM8,local,2,hard,4,12,1.2726783174186421e-06,False,576,191102976,512,512
HM8,local,2,hard,4,13,8.449079248191154e-07,False,576,191102976,512,512
HM8,local,2,hard,4,14,7.111939639911219e-07,False,576,191102976,512,512
HM8,local,2,hard,4,15,6.752035699311454e-07,False,576,191102976,512,512
HM8,local,2,hard,4,16,3.973964313597725e-07,False,576,191102976,512,512
HM8,local,2,hard,4,17,3.7679168299222216e-07,False,576,191102976,512,512
HM8,local,2,hard,4,18,2.696925983096241e-07,False,576,191102976,512,512
HM8,local,2,hard,4,19,2.4294771660037363e-07,False,576,191102976,512,512
HM8,local,2,hard,4,20,2.3219509642640152e-07,False,576,191102976,512,512
HM8,local,2,hard,4,21,2.0051775931521545e-07,False,576,191102976,512,512
HM8,local,2,hard,4,22,1.8141317566358002e-07,False,576,191102976,512,512
HM8,local,2,hard,4,23,1.5711861391621904e-07,False,576,191102976,512,512
HM8,local,2,hard,4,24,1.507975831054725e-07,False,576,191102976,512,512
HM8,local,2,hard,4,25,1.287514299188896e-07,False,576,191102976,512,512
HM8,local,2,hard,4,26,1.232390940463792e-07,False,576,191102976,512,512
HM8,local,2,hard,4,27,9.952102316185644e-08,False,576,191102976,512,512
HM8,local,2,hard,4,28,8.809524851843387e-08,False,576,191102976,512,512
HM8,local,2,hard,4,29,8.331384752087004e-08,False,576,191102976,512,512
HM8,local,2,hard,4,30,7.410182824038726e-08,False,576,191102976,512,512
HM8,local,2,hard,4,31,6.234913740280875e-08,False,576,191102976,512,512
HM8,local,2,hard,4,32,5.367128416542435e-08,False,576,191102976,512,512
HM8,local,2,hard,5,1,2882899129.588014,False,6912,15925248,512,512
HM8,local,2,hard,5,2,195220.4742776361,False,6912,15925248,512,512
HM8,local,2,hard,5,3,228.79839516588666,False,6912,15925248,512,512
HM8,local,2,hard,5,4,1.715978661161136e-06,False,6912,15925248,512,512
HM8,local,2,hard,5,5,1.690601406619943e-06,False,6912,15925248,512,512
HM8,local,2,hard,5,6,1.4095405755762576e-06,False,6912,15925248,512,512
HM8,local,2,hard,5,7,1.3627641554750243e-06,False,6912,15925248,512,512
HM8,local,2,hard,5,8,1.022068228094392e-06,False,6912,15925248,512,512
HM8,local,2,hard,5,9,8.637155469913478e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,10,8.308706098968918e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,11,6.558980866748133e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,12,6.25395194302205e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,13,5.859435325735149e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,14,4.758704858276635e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,15,3.78311747571111e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,16,2.5777854511010707e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,17,2.3246516882388942e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,18,2.2909686614742415e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,19,1.894404780393229e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,20,1.7223385514443601e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,21,1.6908939367698093e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,22,1.575941271183199e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,23,1.4852492062805478e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,24,1.377802186352176e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,25,1.2896221878108842e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,26,1.2245469498174313e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,27,1.1378786961832591e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,28,1.0843448431742525e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,29,1.0728512504543898e-07,False,6912,15925248,512,512
HM8,local,2,hard,5,30,9.451817056122014e-08,False,6912,15925248,512,512
HM8,local,2,hard,5,31,9.300088643337597e-08,False,6912,15925248,512,512
HM8,local,2,hard,5,32,8.917754028206759e-08,False,6912,15925248,512,512
HM8,local,2,hard,6,1,2882840680.5483084,False,13824,7962624,512,512
HM8,local,2,hard,6,2,264.5959605191651,False,13824,7962624,512,512
HM8,local,2,hard,6,3,4.195010310059837e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,4,2.8012777381625754e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,5,2.4579095699966097e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,6,1.8877839349921372e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,7,1.6958404573630028e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,8,1.5482478704311218e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,9,1.4042860142916808e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,10,1.2236904437445134e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,11,1.1786778218682494e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,12,1.049014604153979e-06,False,13824,7962624,512,512
HM8,local,2,hard,6,13,8.725751465645977e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,14,6.113303473198316e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,15,3.4607948945591023e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,16,2.830664977551877e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,17,2.600889003899022e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,18,2.3601252179388967e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,19,2.2192134144936478e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,20,2.0116088012767695e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,21,1.8884246167013437e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,22,1.8506833753018418e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,23,1.7774936214973515e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,24,1.6094348333182163e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,25,1.3317116055626456e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,26,1.2358140117233343e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,27,1.1710349208710488e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,28,1.1090158031838455e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,29,1.0413018390295828e-07,False,13824,7962624,512,512
HM8,local,2,hard,6,30,9.837838254776381e-08,False,13824,7962624,512,512
HM8,local,2,hard,6,31,8.693667901194774e-08,False,13824,7962624,512,512
HM8,local,2,hard,6,32,8.075207215626758e-08,False,13824,7962624,512,512
HM8,local,2,hard,7,1,2882783123.1202536,False,165888,663552,512,512
HM8,local,2,hard,7,2,194981.6741640071,False,165888,663552,512,512
HM8,local,2,hard,7,3,247.56344993531377,False,165888,663552,512,512
HM8,local,2,hard,7,4,2.8133125053587754e-06,False,165888,663552,512,512
HM8,local,2,hard,7,5,2.000862622736191e-06,False,165888,663552,512,512
HM8,local,2,hard,7,6,1.6794474888854673e-06,False,165888,663552,512,512
HM8,local,2,hard,7,7,1.3695710690399515e-06,False,165888,663552,512,512
HM8,local,2,hard,7,8,1.3537687767571385e-06,False,165888,663552,512,512
HM8,local,2,hard,7,9,1.0821540232348024e-06,False,165888,663552,512,512
HM8,local,2,hard,7,10,9.182597765433215e-07,False,165888,663552,512,512
HM8,local,2,hard,7,11,7.887826385604032e-07,False,165888,663552,512,512
HM8,local,2,hard,7,12,7.148665036877524e-07,False,165888,663552,512,512
HM8,local,2,hard,7,13,6.022000310887627e-07,False,165888,663552,512,512
HM8,local,2,hard,7,14,4.630789891619756e-07,False,165888,663552,512,512
HM8,local,2,hard,7,15,3.893361740768411e-07,False,165888,663552,512,512
HM8,local,2,hard,7,16,3.359981155886183e-07,False,165888,663552,512,512
HM8,local,2,hard,7,17,3.079184142565679e-07,False,165888,663552,512,512
HM8,local,2,hard,7,18,2.7113990984868124e-07,False,165888,663552,512,512
HM8,local,2,hard,7,19,2.5183727727558273e-07,False,165888,663552,512,512
HM8,local,2,hard,7,20,2.381296140740668e-07,False,165888,663552,512,512
HM8,local,2,hard,7,21,1.969637955341511e-07,False,165888,663552,512,512
HM8,local,2,hard,7,22,1.9266338750634905e-07,False,165888,663552,512,512
HM8,local,2,hard,7,23,1.7860567655805328e-07,False,165888,663552,512,512
HM8,local,2,hard,7,24,1.4955829862652525e-07,False,165888,663552,512,512
HM8,local,2,hard,7,25,1.4543138778355752e-07,False,165888,663552,512,512
HM8,local,2,hard,7,26,1.3987201204243681e-07,False,165888,663552,512,512
HM8,local,2,hard,7,27,1.2019858773455233e-07,False,165888,663552,512,512
HM8,local,2,hard,7,28,1.1526070306294008e-07,False,165888,663552,512,512
HM8,local,2,hard,7,29,1.06755055091929e-07,False,165888,663552,512,512
HM8,local,2,hard,7,30,1.0251855418590378e-07,False,165888,663552,512,512
HM8,local,2,hard,7,31,1.0039842750322083e-07,False,165888,663552,512,512
HM8,local,2,hard,7,32,9.154131344782416e-08,False,165888,663552,512,512
HM8,local,2,hard,8,1,2882874765.914543,False,331776,331776,512,512
HM8,local,2,hard,8,2,276.11808218480746,False,331776,331776,512,512
HM8,local,2,hard,8,3,5.4796463053084595e-06,False,331776,331776,512,512
HM8,local,2,hard,8,4,2.1646565644581125e-06,False,331776,331776,512,512
HM8,local,2,hard,8,5,2.0659104374991007e-06,False,331776,331776,512,512
HM8,local,2,hard,8,6,1.787828028500149e-06,False,331776,331776,512,512
HM8,local,2,hard,8,7,1.6226315185604587e-06,False,331776,331776,512,512
HM8,local,2,hard,8,8,1.5683183994316256e-06,False,331776,331776,512,512
HM8,local,2,hard,8,9,1.5371854785194007e-06,False,331776,331776,512,512
HM8,local,2,hard,8,10,1.455884773951541e-06,False,331776,331776,512,512
HM8,local,2,hard,8,11,8.77172241552167e-07,False,331776,331776,512,512
HM8,local,2,hard,8,12,8.231892501086097e-07,False,331776,331776,512,512
HM8,local,2,hard,8,13,6.072552463548216e-07,False,331776,331776,512,512
HM8,local,2,hard,8,14,4.365499313388266e-07,False,331776,331776,512,512
HM8,local,2,hard,8,15,3.7382640650787094e-07,False,331776,331776,512,512
HM8,local,2,hard,8,16,3.241542897070922e-07,False,331776,331776,512,512
HM8,local,2,hard,8,17,2.9609904295681554e-07,False,331776,331776,512,512
HM8,local,2,hard,8,18,2.3299553892202593e-07,False,331776,331776,512,512
HM8,local,2,hard,8,19,2.2633070848683768e-07,False,331776,331776,512,512
HM8,local,2,hard,8,20,1.952138094541604e-07,False,331776,331776,512,512
HM8,local,2,hard,8,21,1.9234483458508965e-07,False,331776,331776,512,512
HM8,local,2,hard,8,22,1.7255559475890971e-07,False,331776,331776,512,512
HM8,local,2,hard,8,23,1.5770135548946337e-07,False,331776,331776,512,512
HM8,local,2,hard,8,24,1.4749862864913782e-07,False,331776,331776,512,512
HM8,local,2,hard,8,25,1.4112088422754652e-07,False,331776,331776,512,512
HM8,local,2,hard,8,26,1.3681975678701544e-07,False,331776,331776,512,512
HM8,local,2,hard,8,27,1.131313607672915e-07,False,331776,331776,512,512
HM8,local,2,hard,8,28,1.0543261239235769e-07,False,331776,331776,512,512
HM8,local,2,hard,8,29,9.802972504625448e-08,False,331776,331776,512,512
HM8,local,2,hard,8,30,9.628759260625163e-08,False,331776,331776,512,512
HM8,local,2,hard,8,31,8.271351245221847e-08,False,331776,331776,512,512
HM8,local,2,hard,8,32,7.760183405514702e-08,False,331776,331776,512,512
HM8,local,2,hard,9,1,2882849306.0774393,False,3981312,27648,512,512
HM8,local,2,hard,9,2,207049.22932251857,False,3981312,27648,512,512
HM8,local,2,hard,9,3,252.92539041118206,False,3981312,27648,512,512
HM8,local,2,hard,9,4,2.6592896462602517e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,5,2.5995143840178096e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,6,1.7148581888290803e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,7,1.6628401143008223e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,8,1.2542905606171483e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,9,1.1415891233266812e-06,False,3981312,27648,512,512
HM8,local,2,hard,9,10,7.628001612975052e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,11,7.378021453662636e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,12,6.401299723093429e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,13,5.768595005242596e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,14,5.248704028033705e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,15,4.38731488882166e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,16,3.4863712356429485e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,17,2.4740754957104374e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,18,2.3857258271206354e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,19,2.111637575233975e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,20,2.017215217831105e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,21,1.7180153451544506e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,22,1.6335388558913333e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,23,1.4377609035174815e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,24,1.3627927976869627e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,25,1.3010647381921676e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,26,1.1991426759751037e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,27,1.1864314761474291e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,28,1.1088721678686274e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,29,1.0983071560930719e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,30,1.0564930562123267e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,31,1.0264724599584645e-07,False,3981312,27648,512,512
HM8,local,2,hard,9,32,9.47156973255778e-08,False,3981312,27648,512,512
HM8,local,2,hard,10,1,2882864055.2510114,False,7962624,13824,512,512
HM8,local,2,hard,10,2,273.717670101172,False,7962624,13824,512,512
HM8,local,2,hard,10,3,2.6375147781413742e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,4,2.2296162608952917e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,5,1.6217451705202403e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,6,1.5048515389544487e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,7,1.441284775411676e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,8,1.392010724437574e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,9,1.0950405142066169e-06,False,7962624,13824,512,512
HM8,local,2,hard,10,10,8.537175680134647e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,11,7.196828978764766e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,12,6.541373607171081e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,13,5.877089259296943e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,14,4.138566127973853e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,15,3.423826684831787e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,16,3.1222187985003103e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,17,2.8705329786997485e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,18,2.4628893226745876e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,19,2.3512965027190027e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,20,2.2193927952765705e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,21,1.9947872391748693e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,22,1.7623555527498236e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,23,1.6299843815911076e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,24,1.3932932998188506e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,25,1.3114419830193657e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,26,1.2868283328360166e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,27,1.1831217940038182e-07,False,7962624,13824,512,512
HM8,local,2,hard,10,28,1.1127291277581522e-07,False,7962624,13824,512,512
